AccNum	GenContext.orig	arch.PFAM	DomArch.orig	arch.TMSIG	Length	GenName	Lineage	Species.orig	Annotation	GI	ClustName	ClustID	Query
BAF53563.1	SIG->HTH-><-DUF1707-SHOCT-bihelical+Toast-rack*	DUF1707+DUF2154	DUF1707-SHOCT-bihelical+Toast-rack	-	306	cgR_0594	bacteria>actinobacteria	Corynebacterium glutamicum R	hypothetical protein cgR_0594 [Corynebacterium glutamicum R]	140844564	 DUF1707-SHOCT-bihelical+Toast-rack	000001.461	Toast-rack
AIA05680.1	DUF1707-SHOCT-bihelical+Toast-rack*->	DUF1707+DUF2154	DUF1707-SHOCT-bihelical+Toast-rack	-	302	DC74_5216	bacteria>actinobacteria	Streptomyces albulus	hypothetical protein DC74_5216 [Streptomyces albulus]	636568995	 DUF1707-SHOCT-bihelical+Toast-rack	000001.461	Toast-rack
BAC72895.1	ABC-ATPase->DUF1707-SHOCT-bihelical+Toast-rack*-><-SIG+GDSL	DUF1707	DUF1707-SHOCT-bihelical+Toast-rack	-	300	SAVERM_5183	bacteria>actinobacteria	Streptomyces avermitilis MA-4680 = NBRC 14893	hypothetical protein SAVERM_5183 [Streptomyces avermitilis MA-4680 = NBRC 14893]	29608842	 DUF1707-SHOCT-bihelical+Toast-rack	000001.461	Toast-rack
CQR63836.1	ABC-ATPase->DUF1707-SHOCT-bihelical+Toast-rack*-><-SIG+GDSL	DUF1707+DUF2154	DUF1707-SHOCT-bihelical+Toast-rack	-	290	sle_43780	bacteria>actinobacteria	Streptomyces leeuwenhoekii	Uncharacterized protein Rv0966c/MT0994 [Streptomyces leeuwenhoekii]	822880046	 DUF1707-SHOCT-bihelical+Toast-rack	000001.461	Toast-rack
AJP02194.1	SIG+GDSL-><-DUF1707-SHOCT-bihelical+Toast-rack*<-ABC-ATPase	DUF1707+DUF2154	DUF1707-SHOCT-bihelical+Toast-rack	-	288	TU94_12575	bacteria>actinobacteria	Streptomyces cyaneogriseus subsp. noncyanogenus	hypothetical protein TU94_12575 [Streptomyces cyaneogriseus subsp. noncyanogenus]	758857038	 DUF1707-SHOCT-bihelical+Toast-rack	000001.461	Toast-rack
APY88096.1	ABC-ATPase->DUF1707-SHOCT-bihelical+Toast-rack*-><-SIG+GDSL	DUF1707+DUF2154	DUF1707-SHOCT-bihelical+Toast-rack	-	284	A7J05_22480	bacteria>actinobacteria	Streptomyces silaceus	hypothetical protein A7J05_22480 [Streptomyces silaceus]	1137367181	 DUF1707-SHOCT-bihelical+Toast-rack	000001.461	Toast-rack
CBG72710.1	SIG+TM+TM+TM-><-?||?->?->ABC-ATPase->DUF1707-SHOCT-bihelical+Toast-rack*-><-SIG+GDSL	DUF1707	DUF1707-SHOCT-bihelical+Toast-rack	-	283	SCAB_56841	bacteria>actinobacteria	Streptomyces scabiei 87.22	conserved hypothetical protein [Streptomyces scabiei 87.22]	260649595	 DUF1707-SHOCT-bihelical+Toast-rack	000001.461	Toast-rack
AKZ55976.1	SIG+GDSL-><-DUF1707-SHOCT-bihelical+Toast-rack*<-ABC-ATPase	DUF1707+DUF2154	DUF1707-SHOCT-bihelical+Toast-rack	-	278	SAM23877_2927	bacteria>actinobacteria	Streptomyces ambofaciens ATCC 23877	hypothetical protein SAM23877_2927 [Streptomyces ambofaciens ATCC 23877]	917649307	 DUF1707-SHOCT-bihelical+Toast-rack	000001.461	Toast-rack
ANB06639.1	SIG+GDSL-><-DUF1707-SHOCT-bihelical+Toast-rack*<-ABC-ATPase	DUF1707+DUF2154	DUF1707-SHOCT-bihelical+Toast-rack	-	278	SAM40697_2680	bacteria>actinobacteria	Streptomyces ambofaciens	hypothetical protein SAM40697_2680 [Streptomyces ambofaciens]	1023054787	 DUF1707-SHOCT-bihelical+Toast-rack	000001.461	Toast-rack
AIJ15572.1	ABC-ATPase->DUF1707-SHOCT-bihelical+Toast-rack*-><-SIG+GDSL	DUF1707	DUF1707-SHOCT-bihelical+Toast-rack	-	277	SLIV_23225	bacteria>actinobacteria	Streptomyces lividans TK24	hypothetical protein SLIV_23225 [Streptomyces lividans TK24]	672371690	 DUF1707-SHOCT-bihelical+Toast-rack	000001.461	Toast-rack
CAB88834.1	SIG+GDSL-><-DUF1707-SHOCT-bihelical+Toast-rack*<-ABC-ATPase	DUF1707	DUF1707-SHOCT-bihelical+Toast-rack	-	277	SCE6.30c	bacteria>actinobacteria	Streptomyces coelicolor A3(2)	conserved hypothetical protein SCE6.30c [Streptomyces coelicolor A3(2)]	7635997	 DUF1707-SHOCT-bihelical+Toast-rack	000001.461	Toast-rack
