AccNum	GenContext.orig	arch.PFAM	DomArch.orig	arch.TMSIG	Length	GenName	Lineage	Species.orig	Annotation	GI	ClustName.orig	ClustID	Query	TaxID	Species.q	GCA_ID
AJH56079.1	PADR-HTH->DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM*->DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM*->DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM*->	TM+TM+TM+TM+TM	DUF1700-alpha-helical+TM+TM+TM+TM+TM	TM+TM+TM+TM+TM	254	BF89_3965	bacteria>firmicutes	Bacillus anthracis	putative membrane protein [Bacillus anthracis]	753492157	DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM	000003.49	DUF1700-alpha-helical	NA	NA	GCA_000832725.1
AGL14606.1	PADR-HTH->DUF1700-alpha-helical+TM+TM+TM*->?->?->?->MoxR-AAA->	TM+TM+TM	DUF1700-alpha-helical+TM+TM+TM	TM+TM+TM	343	L083_1096	bacteria>actinobacteria	Actinoplanes sp. N902-109	hypothetical protein L083_1096 [Actinoplanes sp. N902-109]	492003286	DUF1700-alpha-helical+TM+TM+TM	000023.7	DUF1700-alpha-helical	NA	NA	GCA_000389965.1
AAW35295.1	<-SIG+TM+TM+TM+TM+TM*	SIG+FHIPEP	SIG+TM+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM+TM	724	flhA	bacteria>proteobacteria>epsilonproteobacteria	Campylobacter jejuni RM1221	flagellar biosynthesis protein FlhA [Campylobacter jejuni RM1221]	57166516	SIG+TM+TM+TM+TM+TM	000001.2709	LiaI-LiaF-TM	NA	NA	GCA_000011865.1
AJK82865.1	<-SIG+TM+TM+TM+TM+TM*	SIG+FHIPEP	SIG+TM+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM+TM	724	flhA	bacteria>proteobacteria>epsilonproteobacteria	Campylobacter jejuni subsp. jejuni	flagellar biosynthesis protein FlhA [Campylobacter jejuni subsp. jejuni]	756090652	SIG+TM+TM+TM+TM+TM	000001.2709	LiaI-LiaF-TM	NA	NA	GCA_000835345.1
AHC83764.1	<-REC<-HPT+HISKIN+CheW<-SFII-RAD3<-REC<-SIGMA-HTH<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM+TM+TM+TM+TM*	FHIPEP	SIG+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM	709	flhA	bacteria>proteobacteria>gammaproteobacteria	Pseudomonas monteilii SB3078	flagellar biosynthesis protein FlhA [Pseudomonas monteilii SB3078]	567351567	SIG+TM+TM+TM+TM+TM	000001.2709	LiaI-LiaF-TM	NA	NA	GCA_000510285.1
AJI92027.1	<-SIG+TM<-SIG+TM+TM+TM+TM+TM*<-TM+TM+TM+TM	FHIPEP	SIG+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM	692	flhA	bacteria>proteobacteria>gammaproteobacteria	Yersinia pestis	flagellar biosynthesis protein FlhA [Yersinia pestis]	755294843	SIG+TM+TM+TM+TM+TM	000001.2709	LiaI-LiaF-TM	NA	NA	GCA_000834235.1
AGK52227.1	SIG+TM*->?->LiaI-LiaF-TM+Toast-rack*->?->REC->	SIG	SIG	SIG	119	B1NLA3E_02215	bacteria>firmicutes	Bacillus sp. 1NLA3E	hypothetical protein B1NLA3E_02215 [Bacillus sp. 1NLA3E]	484575429	SIG+TM	000003.96	LiaI-LiaF-TM	NA	NA	GCA_000242895.3
AIQ14451.1	<-PspC<-?<-LiaI-LiaF-TM*	SIG+TM	LiaI-LiaF-TM	SIG+TM	100	PDUR_23000	bacteria>firmicutes	Paenibacillus durus	hypothetical protein PDUR_23000 [Paenibacillus durus]	686570395	LiaI-LiaF-TM	000007.32	LiaI-LiaF-TM	NA	NA	GCA_000756615.1
AGP40782.1	<-PspA*	PspA_IM30	PspA	-	243	SCE1572_43620	bacteria>proteobacteria>deltaproteobacteria	Sorangium cellulosum So0157-2	hypothetical protein SCE1572_43620 [Sorangium cellulosum So0157-2]	521007779	PspA	000001.1454	pspa	NA	NA	GCA_000418325.1
AGX02621.1	PspA*->?->SIG+TM+HISKIN->REC+LuxR-HTH->	PspA_IM30	PspA	-	215	N288_03290	bacteria>firmicutes	Bacillus infantis NRRL B-14911	modulator protein [Bacillus infantis NRRL B-14911]	548703261	PspA	000001.1454	pspa	NA	NA	GCA_000473245.1
XP_001833565.1	Snf7*->	Snf7	Snf7	-	244	CC1G_03782	eukaryota>fungi>basidiomycota	Coprinopsis cinerea okayama7	NA	NA	NA	NA	NA	NA	NA	NA
Smed1000013124	-	Snf7	Snf7	-	239	Smed1000013124	eukaryota>metazoa>platyhelminthe	Schmidtea mediterranea	>Smed1000013124	NA	Snf7	000002.516	pspa	NA	NA	-
Crev1000005838	-	Snf7	Snf7	LPD14	233	Crev1000005838	eukaryota>fungi>kickxellomycotina	Coemansia reversa	>Crev1000005838	NA	Snf7	000002.516	pspa	NA	NA	-
Pram1000010618	-	Snf7	Snf7	-	233	Pram1000010618	eukaryota>stramenopiles	Phytophthora ramorum	>Pram1000010618	NA	Snf7	000002.516	pspa	NA	NA	-
Smed1000006740	-	Snf7	Snf7	-	232	Smed1000006740	eukaryota>metazoa>platyhelminthe	Schmidtea mediterranea	>Smed1000006740	NA	Snf7	000002.516	pspa	NA	NA	-
